Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
12,"M Dal Corso, C Nicosia, C Balista, M Cupitò…","Bronze Age crop processing evidence in the phytolith assemblages from the ditch and fen around Fondo Paviani, northern Italy",2017,Vegetation history and …,Springer,https://link.springer.com/content/pdf/10.1007/s00334-016-0573-z.pdf,https://scholar.google.com/scholar?cites=13933064547221502266&as_sdt=2005&sciodt=2007&hl=en,186,9/15/21 11:30,,10.1007/s00334-016-0573-z,,,,,,,12,3,2,5,4,"… Keywords Phytoliths 4 Crop processing 4 Millet 4 Bronze Age 4 Terramare civilization 4 Micromorphology … In this context, an innovation is represented by the intro- duction of millets as cultivars, a phenomenon observed Europe-wide during the Bronze Age (Stika and Heiss 2013 …",https://www.academia.edu/download/45501194/DalCorso_et_alii_2016_VHAA_FondoPaviani_phytoliths1.pdf,https://scholar.google.com/scholar?q=related:Ovm5mWIwXMEJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
18,"B Wouters, Y Devos, K Milek, L Vrydaghs…",Medieval markets: A soil micromorphological and archaeobotanical study of the urban stratigraphy of Lier (Belgium),2017,Quaternary …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1040618215303104,https://scholar.google.com/scholar?cites=9771774392098000026&as_sdt=2005&sciodt=2007&hl=en,190,9/15/21 11:30,,10.1016/j.quaint.2017.03.002,,,,,,,18,"4,5",4,5,4,"… Combined with textural and archaeobotanical analyses (seeds, fruits and phytoliths), the results shed light on the formation processes that shaped this site … Market places today are regarded as the most emblematic places of many, if not all medieval towns in Western Europe …",,https://scholar.google.com/scholar?q=related:moxCWglRnIcJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
5,"Q Borderie, T Ball, R Banerjea, M Bizri…",Early Middle Ages houses of Gien (France) from the inside: geoarchaeology and archaeobotany of 9th–11th c. floors,2020,Environmental …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/14614103.2018.1534716,https://scholar.google.com/scholar?cites=1451819713919135273&as_sdt=2005&sciodt=2007&hl=en,213,9/15/21 11:30,,10.1080/14614103.2018.1534716,,,,,,,5,5,1,5,1,"… These litters include an abundance of phytoliths and some seeds, both produced by cultivated cereals, which were processed in situ, such as Triticum durum, Secale cereale and Hordeum vulgare … Table 3. Counting of phytoliths from bulk sample in SC 10159 of building B3 …",,https://scholar.google.com/scholar?q=related:KS4PdlbmJRQJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
5,"G Koromila, P Karkanas, Y Hamilakis…","The Neolithic tell as a multi-species monument: Human, animal, and plant relationships through a micro-contextual study of animal dung remains at Koutroulou …",2018,Journal of …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X17307605,https://scholar.google.com/scholar?cites=4559368743843081665&as_sdt=2005&sciodt=2007&hl=en,245,9/15/21 11:30,,10.1016/j.jasrep.2018.03.011,,,,,,,5,"1,67",1,4,3,"… Highlights. • Faecal spherulites, phytoliths, and phosphatic aggregates indicate dung accumulation. • Different types of dung-rich deposits indicate diverse depositional histories. • Examples of micro-laminated dung deposits suggest on-site penning activity. • … 3.1.2. Phytoliths …",https://www.academia.edu/download/56991149/Koromila_et_al_2018_Koutroulou_tell.pdf,https://scholar.google.com/scholar?q=related:wS3JSLchRj8J:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
5,"G Goude, DC Salazar‐García…",New insights on Neolithic food and mobility patterns in Mediterranean coastal populations,2020,American Journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ajpa.24089,https://scholar.google.com/scholar?cites=7053408248342316619&as_sdt=2005&sciodt=2007&hl=en,248,9/15/21 11:30,,10.1002/ajpa.24089,,,,,,,5,5,2,3,1,"… Studies, based on strontium isotopic data ( 87/86 Sr), have demonstrated higher female mobility among Neolithic communities in northern Europe (German/Alsace regions) that may be linked to patrilocal residence rules (Bentley et al., 2012) …",https://roderic.uv.es/bitstream/handle/10550/75373/140280.pdf?sequence=1,https://scholar.google.com/scholar?q=related:SwZBam694mEJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
1,"F Kurbanova, A Makeev, T Puzanova…",Soil indicators of Late Holocene forest-steppe landscape evolution on the Russian Plain,2018,International …,search.proquest.com,https://search.proquest.com/openview/45903f6d9ea17823f484da4d596c1c95/1?pq-origsite=gscholar&cbl=1536338,https://scholar.google.com/scholar?cites=2114020790404886573&as_sdt=2005&sciodt=2007&hl=en,264,9/15/21 11:30,,10.5593/sgem2018/3.2/S13.064,,,,,,,1,"0,33",0,4,3,"… Phytoliths analysis indicates meadow- forest vegetation in the soil, buried 2500 BP … G., Petin AN, Berezutskii VD, Dolgikh AV, Belevantsev VG, Dunin DI Holocene signals of the climate humidization in different-ages Chernozems Profiles in the Center of East Europe …",,https://scholar.google.com/scholar?q=related:LbDfU7WCVh0J:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
0,T Dzhanfezova,Organic Temper'and the Early Neolithic Pottery Production: Interpretational Challenges,2020,Acta Archaeologica,brill.com,https://brill.com/view/journals/acar/91/2/article-p61_5.xml,,272,9/15/21 11:30,,10.1111/j.1600-0390.2020.12228.x,,,,,,,0,0,0,1,1,"… Map of Europe (Source: P. Rekacewicz, E. Bournay & UNEP/GRID- Arendal (https://www.grida. no/resources/5351)) and map of Bulgaria … However, various vegetal parts may also have similar phytoliths, and different plants may produce identical opal silicates (Piperno 2006) …",,https://scholar.google.com/scholar?q=related:5TCkohGnXBYJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
16,"PP Cunha, AA Martins, JP Buylaert, AS Murray…","The lowermost Tejo River terrace at Foz do Enxarrique, Portugal: A palaeoenvironmental archive from c. 60–35 ka and its implications for the last Neanderthals in …",2019,Quaternary,mdpi.com,https://www.mdpi.com/398012,https://scholar.google.com/scholar?cites=17210672480542921265&as_sdt=2005&sciodt=2007&hl=en,277,9/15/21 11:30,,10.3390/quat2010003,,,,,,,16,8,3,5,2,"… archeological data. The widespread occurrence of carbonate concretions and rizoliths in the T6 profile is evidence for episodic pedogenic evaporation, in agreement with the rare occurrence and poor preservation of phytoliths. We …",https://www.mdpi.com/2571-550X/2/1/3/pdf,https://scholar.google.com/scholar?q=related:MRJaXG-X2O4J:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
12,"JJ García-Granero, D Urem-Kotsou, A Bogaard…","Cooking plant foods in the northern Aegean: Microbotanical evidence from Neolithic Stavroupoli (Thessaloniki, Greece)",2018,Quaternary …,Elsevier,https://www.sciencedirect.com/science/article/pii/S104061821630876X,https://scholar.google.com/scholar?cites=2328223284429193555&as_sdt=2005&sciodt=2007&hl=en,281,9/15/21 11:30,,10.1016/j.quaint.2017.04.007,,,,,,,12,4,3,4,3,,https://www.academia.edu/download/53041358/Cooking_plant_foods_in_the_northern_Aegean.pdf,https://scholar.google.com/scholar?q=related:UwEy4r2CTyAJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
0,"D Puppea, A Höhna, D Kaczorekb, M Wannerc…",How big is the influence of biogenic silicon pools on short-term changes of water soluble silicon in soils? Implications from a study of a ten-year-old 2 plant-soil …,,plant-soil,bg.copernicus.org,https://bg.copernicus.org/preprints/bg-2017-177/bg-2017-177.pdf,,334,9/15/21 11:30,PDF,10.5194/bg-14-5239-2017,,,,,,,0,0,0,5,,"… We quantified phytogenic 24 Page 2. 2 (phytoliths), protistic (diatom frustules and testate amoeba shells) and zoogenic (sponge 25 … changes of water soluble Si. In this context, extracted phytoliths (>5 µm) only amounted to 34 …",https://bg.copernicus.org/preprints/bg-2017-177/bg-2017-177.pdf,
5,"E Aseyeva, A Makeev, F Kurbanova, P Kust, A Rusakov…",Paleolandscape reconstruction based on the study of a buried soil of the bronze age in the broadleaf forest area of the Russian Plain,2019,Geosciences,mdpi.com,https://www.mdpi.com/2076-3263/9/3/111,https://scholar.google.com/scholar?cites=14501955211112275567&as_sdt=2005&sciodt=2007&hl=en,357,9/15/21 11:30,,10.3390/geosciences9030111,,,,,,,5,"2,5",1,6,2,"… Microbiomorphic assemblages (phytoliths, pollen) support the earlier conclusion that the soils of the study area had being developed mostly under … Archeological studies in southern Europe revealed that stages of cooling, in particular around 4000 yrs BC, and desiccation of …",https://www.mdpi.com/2076-3263/9/3/111/pdf,https://scholar.google.com/scholar?q=related:b974Cm5LQckJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
8,"WA Parkinson, A Gyucha, P Karkanas…",A landscape of tells: Geophysics and microstratigraphy at two Neolithic tell sites on the Great Hungarian Plain,2018,Journal of …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X17301347,https://scholar.google.com/scholar?cites=8060780682416518559&as_sdt=2005&sciodt=2007&hl=en,358,9/15/21 11:30,,10.1016/j.jasrep.2017.07.002,,,,,,,8,"2,67",2,4,3,"… Keywords. Landscape. Geophysics. Microstratigraphy. Phytoliths. Neolithic. Carpathian Basin … By modeling variation at the local scale, therefore, we can better understand these broader patterns in prehistory, such as the end of the Neolithic period in Europe …",https://www.researchgate.net/profile/Panagiotis-Karkanas/publication/319038657_A_landscape_of_tells_Geophysics_and_microstratigraphy_at_two_Neolithic_tell_sites_on_the_Great_Hungarian_Plain/links/59ca64f9a6fdcc451d57f7d6/A-landscape-of-tells-Geophysics-and-microstratigraphy-at-two-Neolithic-tell-sites-on-the-Great-Hungarian-Plain.pdf,https://scholar.google.com/scholar?q=related:n3XEo1Kl3W8J:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
3,"A Rusakov, P Sorokin, A Golyeva…","Soils of a medieval burial mound as a paleo-environmental archive (Leningrad region, Northwest Russia).",2018,Bulletin of the …,geologinenseura.fi,https://www.geologinenseura.fi/sites/geologinenseura.fi/files/bulletin_vol90_2_315-325_2018_rusakov-etal.pdf,https://scholar.google.com/scholar?cites=14007593341354328267&as_sdt=2005&sciodt=2007&hl=en,378,9/15/21 11:30,PDF,10.17741/bgsf/90.2.013,,,,,,,3,1,1,4,3,"… small-leaved species, which is typical for zonal representatives of forest landscapes of the southern taiga of the northwest of Eastern Europe (Fig … All the soil samples contain a small and very small amount of phytoliths (Table 2). This is typical for sandy soils, but, importantly, the …",https://www.geologinenseura.fi/sites/geologinenseura.fi/files/bulletin_vol90_2_315-325_2018_rusakov-etal.pdf,https://scholar.google.com/scholar?q=related:y0CNte33ZMIJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
7,"MH Field, M Ntinou, G Tsartsidou…",A palaeoenvironmental reconstruction (based on palaeobotanical data and diatoms) of the Middle Pleistocene elephant (Palaeoloxodon antiquus) butchery …,2018,Quaternary …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1040618218302659,https://scholar.google.com/scholar?cites=8842231518274264686&as_sdt=2005&sciodt=2007&hl=en,379,9/15/21 11:30,HTML,10.1016/j.quaint.2018.06.014,,,,,,,7,"2,33",2,4,3,"… with the University of Tübingen, Germany in the framework of the ERC Project 'Paleoanthropology at the Gates of Europe' (PaGE, Harvati … two excavation areas (Area A and Area B) to allow analyses of plant macrofossils (carpological and wood remains), diatoms and phytoliths …",https://www.sciencedirect.com/science/article/pii/S1040618218302659,https://scholar.google.com/scholar?q=related:bh6AvLfqtXoJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
3,"N Égüez, M Dal Corso, M Wieckowska-Lüth…",A pilot geo-ethnoarchaeological study of dung deposits from pastoral rock shelters in the Monti Sibillini (central Italy),2020,Archaeological and …,Springer,https://link.springer.com/content/pdf/10.1007/s12520-020-01076-4.pdf,https://scholar.google.com/scholar?cites=3904792857315559782&as_sdt=2005&sciodt=2007&hl=en,386,9/15/21 11:30,PDF,10.1007/s12520-020-01076-4,,,,,,,3,3,1,4,1,"… Similarly, studies on the ethnoarchaeology of highland pastoralism have been conducted in South-Eastern Europe (Arnold and Greenfield 2006 … study of microremains included in dung deposits (ie pollen, NPPs, phytoliths, spherulites, oxalate druses) and their asso- ciation with …",https://link.springer.com/content/pdf/10.1007/s12520-020-01076-4.pdf,https://scholar.google.com/scholar?q=related:ZsnGTWqcMDYJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
4,"RY Banerjea, M Badura, A Brown…","Feeding the Crusades: archaeobotany, animal husbandry and livestock alimentation on the Baltic frontier",2020,Environmental …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/14614103.2019.1589924,https://scholar.google.com/scholar?cites=3009893354800661581&as_sdt=2005&sciodt=2007&hl=en,389,9/15/21 11:30,,10.1080/14614103.2019.1589924,,,,,,,4,4,1,4,1,"… Crusading armies unleashed a relentless holy war against the last indigenous pagan societies in Europe … Elbing in medieval Prussia), were subjected to detailed environmental analysis (using micromorphology, plant macroremains, pollen, phytoliths, and non-pollen …",https://www.academia.edu/download/63374490/Feeding_the_Crusades_-_Banerjea_et_al._2020.pdf,https://scholar.google.com/scholar?q=related:TcSzIA9KxSkJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
0,"AY Ovchinnikov, AA Vybornov, MA Kulkova…",Soil and Environmental Conditions at the Oroshaemoe Neolithic–Eneolithic Archeological Site in the Lower Volga Region,2020,Eurasian Soil …,Springer,https://link.springer.com/article/10.1134/S1064229320020088,,394,9/15/21 11:30,,10.1134/S1064229320020088,,,,,,,0,0,0,4,1,"… The microbiomorphic method was applied to study the components of biogenic bodies: charcoal particles, shells of diatoms, freshwater sponge spicules, pollen, spores, phytoliths, plant detritus, fungal hyphae, and the entire microbiomorph complex …",,https://scholar.google.com/scholar?q=related:5lGaqazOQn0J:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
2,"J Beneša, G Naumovc…","An archaeobotanical onsite approach to the Neolithic settlements in southern regions of the Balkans: The case of Vrbjanska Čuka, a tell site in Pelagonia …",2018,Interdisciplinaria …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/b733/7ef9bf6df59f03639eac9a59cf65ae5cb0e8.pdf,https://scholar.google.com/scholar?cites=3978067334638104482&as_sdt=2005&sciodt=2007&hl=en,397,9/15/21 11:30,PDF,10.24916/iansa.2018.2.1,,,,,,,2,"0,67",1,3,3,"… Neolithic research in southeast Europe has, for many years, offered rich assemblages of bioarchaeological objects: animal bones and other faunal remains, botanical macroremains … Key words: bioarchaeology archaeobotany Neolithic phytoliths starch macroremains Balkans …",https://pdfs.semanticscholar.org/b733/7ef9bf6df59f03639eac9a59cf65ae5cb0e8.pdf,https://scholar.google.com/scholar?q=related:om-wBSrvNDcJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
7,"D García-Rivero, R Taylor…","Andalusi populations at La Dehesilla Cave (Sierra de Cádiz, Southern Iberia): an interdisciplinary approach to their rural economic systems",2019,Journal of Islamic …,journals.equinoxpub.com,https://journals.equinoxpub.com/OLDJIA/article/viewArticle/36443,https://scholar.google.com/scholar?cites=18112416407322248495&as_sdt=2005&sciodt=2007&hl=en,447,9/15/21 11:30,,10.1558/jia.36443,,,,,,,7,"3,5",2,3,2,"… https://doi.org/10.1558/jia.36443 Journal of Islamic Archaeology ISSN (print) 2051-9729 Keywords: Taifa kingdoms, Almohad period, Plant macro-remains, Palynology, Phytoliths, Zooarchaeology … Chronology Period Area Level Pollen Seeds Phytoliths Fauna …",https://journals.equinoxpub.com/OLDJIA/article/viewFile/36443/35858,https://scholar.google.com/scholar?q=related:L0VmPsI6XPsJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
6,"J Daura, M Sanz, FX Oms, M Pedro, P Martínez…",Deciphering Neolithic activities from a Cardial burial site (Cova Bonica) on the western Mediterranean coast,2019,Journal of …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X18304966,https://scholar.google.com/scholar?cites=2499450884609059496&as_sdt=2005&sciodt=2007&hl=en,499,9/15/21 11:30,,10.1016/j.jasrep.2018.10.036,,,,,,,6,3,1,6,2,,https://www.researchgate.net/profile/Josep-Fullola/publication/328968102_Deciphering_Neolithic_activities_from_a_Cardial_burial_site_Cova_Bonica_on_the_western_Mediterranean_coast/links/5e0b8c20a6fdcc28374c1c0b/Deciphering-Neolithic-activities-from-a-Cardial-burial-site-Cova-Bonica-on-the-western-Mediterranean-coast.pdf,https://scholar.google.com/scholar?q=related:qKqoPlbVryIJ:scholar.google.com/&scioq=phytoliths+europe&hl=en&as_sdt=2007&as_ylo=2016&as_yhi=2020
